City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
113,Severo-Kurilsk,RU,2021-11-30 23:02:38,50.6789,156.125,31.87,72,100,10.76
114,Saskylakh,RU,2021-11-30 23:02:38,71.9167,114.0833,-36.81,100,80,5.14
115,Margate,GB,2021-11-30 23:02:38,51.3813,1.3862,52.97,78,100,4.0
116,Mata,PT,2021-11-30 23:02:39,40.683,-7.4592,41.76,79,6,1.63
117,Kodiak,US,2021-11-30 22:58:34,57.79,-152.4072,27.55,81,89,5.55
118,Abu Kamal,SY,2021-11-30 23:02:39,34.4506,40.9171,69.21,31,100,11.9
119,Nemuro,JP,2021-11-30 23:02:40,43.3236,145.575,52.39,85,100,41.83
120,Koutiala,ML,2021-11-30 23:02:40,12.3917,-5.4642,78.62,14,8,5.99
121,Chimala,TZ,2021-11-30 23:02:40,-8.85,34.0167,68.31,70,11,4.61
122,Half Moon Bay,US,2021-11-30 23:02:41,37.4636,-122.4286,75.92,57,40,0.0
123,Torbay,CA,2021-11-30 23:02:41,47.6666,-52.7314,45.27,87,40,24.16
124,Tura,IN,2021-11-30 23:02:42,25.5198,90.2201,60.53,74,70,4.23
125,Axim,GH,2021-11-30 23:02:42,4.8699,-2.2405,79.2,82,73,5.93
126,Bojnurd,IR,2021-11-30 23:02:43,37.4747,57.329,48.67,49,19,9.62
127,Castro,BR,2021-11-30 23:01:00,-24.7911,-50.0119,65.32,55,0,3.29
128,Ugoofaaru,MV,2021-11-30 23:02:43,5.6667,73.0,81.14,79,65,10.36
129,Umm Lajj,SA,2021-11-30 23:01:53,25.0213,37.2685,80.37,45,20,6.67
130,Thiadiaye,SN,2021-11-30 23:02:44,14.4205,-16.7056,70.61,51,85,11.77
131,Hervey Bay,AU,2021-11-30 23:02:44,-25.2986,152.8535,83.03,79,98,1.39
132,Revelstoke,CA,2021-11-30 23:00:37,50.9832,-118.2023,41.02,93,90,9.22
133,Bubaque,GW,2021-11-30 23:02:45,11.2833,-15.8333,82.15,69,4,10.54
134,Kilindoni,TZ,2021-11-30 23:02:45,-7.9139,39.6668,80.87,78,31,11.39
135,Honningsvag,NO,2021-11-30 23:03:10,70.9821,25.9704,18.93,62,75,12.3
136,Dhone,IN,2021-11-30 23:03:46,15.4167,77.8833,68.54,95,25,8.68
137,Ginir,ET,2021-11-30 23:02:18,7.1333,40.7,54.3,42,56,4.38
138,Zhigansk,RU,2021-11-30 23:03:46,66.7697,123.3711,-37.5,100,100,4.29
139,Gravdal,NO,2021-11-30 23:03:47,68.1214,13.5031,27.5,71,77,8.63
140,Kavaratti,IN,2021-11-30 23:03:47,10.5669,72.642,81.19,79,64,16.24
141,Talnakh,RU,2021-11-30 23:03:47,69.4865,88.3972,-21.8,98,36,9.13
142,Chaska,US,2021-11-30 23:03:48,44.7894,-93.6022,43.75,46,1,0.0
143,Prince Rupert,CA,2021-11-30 23:00:30,54.3161,-130.3201,46.08,85,100,19.01
144,Iqaluit,CA,2021-11-30 23:03:48,63.7506,-68.5145,3.43,97,44,4.05
145,Canar,EC,2021-11-30 22:59:16,-2.55,-78.9333,51.84,98,100,2.06
146,Atuona,PF,2021-11-30 23:03:49,-9.8,-139.0333,78.76,76,5,20.58
147,Ambon,ID,2021-11-30 23:03:49,-3.6954,128.1814,77.14,94,40,8.05
148,Ilhabela,BR,2021-11-30 23:03:50,-23.7781,-45.3581,72.63,95,37,6.42
149,Naze,JP,2021-11-30 23:03:50,28.3667,129.4833,56.61,67,100,24.29
150,Victoria,HK,2021-11-30 23:03:20,22.2855,114.1577,61.32,43,19,7.0
151,Salalah,OM,2021-11-30 23:03:51,17.0151,54.0924,73.49,28,0,10.36
152,Beringovskiy,RU,2021-11-30 23:03:51,63.05,179.3167,15.39,94,100,7.05
153,Ayan,RU,2021-11-30 23:03:51,56.45,138.1667,2.08,78,2,10.74
154,Booue,GA,2021-11-30 23:03:52,-0.0921,11.9385,74.32,96,86,1.74
155,Bredasdorp,ZA,2021-11-30 22:59:03,-34.5322,20.0403,61.29,72,100,8.32
156,Aleksandrovskoye,RU,2021-11-30 23:03:52,44.7142,43.0008,50.14,80,100,20.11
157,Marystown,CA,2021-11-30 23:03:53,47.1666,-55.1483,42.85,100,100,7.0
158,San Rafael Del Sur,NI,2021-11-30 23:03:53,11.8485,-86.4384,81.57,52,7,11.36
159,Bud,US,2021-11-30 23:03:53,39.447,-86.1758,46.67,71,54,6.6
160,Arraial Do Cabo,BR,2021-11-30 22:59:33,-22.9661,-42.0278,75.16,100,75,2.3
161,Bella Union,UY,2021-11-30 23:03:54,-30.2752,-57.6007,72.52,43,0,6.85
162,Sitka,US,2021-11-30 23:00:19,57.0531,-135.33,36.28,99,100,5.44
163,Esperance,AU,2021-11-30 23:03:55,-33.8667,121.9,59.31,65,6,6.89
164,Oriximina,BR,2021-11-30 23:03:55,-1.7656,-55.8661,80.44,73,93,2.89
165,Saint Anthony,US,2021-11-30 23:03:55,45.0205,-93.218,43.03,45,1,3.44
166,Beyneu,KZ,2021-11-30 23:03:56,45.3167,55.2,50.94,53,97,24.0
167,Pisco,PE,2021-11-30 23:03:56,-13.7,-76.2167,68.05,77,0,19.57
168,Touros,BR,2021-11-30 23:03:55,-5.1989,-35.4608,81.5,78,50,11.07
169,Sarangani,PH,2021-11-30 23:03:57,5.4033,125.4636,82.38,77,98,8.84
170,Marsh Harbour,BS,2021-11-30 23:03:57,26.5412,-77.0636,72.32,60,4,7.47
171,Asfi,MA,2021-11-30 23:03:58,32.2994,-9.2372,59.61,74,84,13.71
172,Betare Oya,CM,2021-11-30 23:03:58,5.6,14.0833,73.11,50,93,2.19
173,Carnarvon,AU,2021-11-30 23:03:58,-24.8667,113.6333,69.93,70,0,23.11
174,Bengkulu,ID,2021-11-30 23:03:59,-3.8004,102.2655,74.1,89,99,5.44
175,Flinders,AU,2021-11-30 23:03:59,-34.5833,150.8552,73.06,93,99,4.0
176,Zaoyang,CN,2021-11-30 23:04:00,32.1272,112.7542,37.9,34,16,1.3
177,Saint George,US,2021-11-30 23:02:56,37.1041,-113.5841,71.35,20,1,3.0
178,Maymyo,MM,2021-11-30 23:04:00,22.0333,96.4667,52.97,87,96,4.03
179,Geraldton,AU,2021-11-30 23:04:00,-28.7667,114.6,64.13,77,1,12.66
180,Estrela,BR,2021-11-30 23:04:01,-28.0611,-50.9383,59.23,81,3,4.0
181,Nanortalik,GL,2021-11-30 23:04:01,60.1432,-45.2371,33.13,96,100,20.15
182,Port Hedland,AU,2021-11-30 23:05:02,-20.3167,118.5667,82.45,78,1,9.22
183,Nyzhnya Duvanka,UA,2021-11-30 23:05:02,49.5846,38.1743,36.37,71,100,5.99
184,Lorengau,PG,2021-11-30 23:05:02,-2.0226,147.2712,84.63,68,87,7.92
185,Raiganj,IN,2021-11-30 23:05:03,25.6167,88.1167,63.7,61,51,4.18
186,Ancud,CL,2021-11-30 23:05:03,-41.8697,-73.8203,59.43,75,8,9.89
187,Emerald,AU,2021-11-30 23:05:04,-23.5333,148.1667,73.54,88,90,4.61
188,Ngunguru,NZ,2021-11-30 23:05:04,-35.6167,174.5,67.75,67,100,5.17
189,Pokhara,NP,2021-11-30 23:05:04,28.2333,83.9833,56.1,54,100,4.16
190,Niteroi,BR,2021-11-30 23:05:05,-22.8833,-43.1036,78.58,98,90,3.44
191,Ahipara,NZ,2021-11-30 23:01:58,-35.1667,173.1667,70.81,60,100,5.55
192,San Jose De Rio Tinto,HN,2021-11-30 23:05:05,14.9333,-85.7,87.37,65,2,3.98
193,Mahebourg,MU,2021-11-30 23:01:05,-20.4081,57.7,73.26,77,12,10.18
194,Great Bend,US,2021-11-30 23:05:06,38.3645,-98.7648,58.03,48,1,5.75
195,Srednekolymsk,RU,2021-11-30 23:05:06,67.45,153.6833,-16.1,98,100,8.77
196,Roxas,PH,2021-11-30 23:05:07,11.5853,122.7511,78.98,85,94,3.24
197,Zhuhai,CN,2021-11-30 23:01:24,22.2769,113.5678,61.05,51,0,28.77
198,Antigonish,CA,2021-11-30 23:00:26,45.6169,-61.9986,33.93,83,88,8.01
199,Pochutla,MX,2021-11-30 23:05:07,15.7432,-96.4661,83.25,59,7,5.35
200,Goksun,TR,2021-11-30 23:05:08,38.021,36.4973,45.55,85,61,13.2
201,Cidreira,BR,2021-11-30 23:05:08,-30.1811,-50.2056,71.33,71,0,15.66
202,Adrar,MR,2021-11-30 23:05:09,20.5022,-10.0711,65.21,19,64,10.76
203,Porto Walter,BR,2021-11-30 23:05:09,-8.2686,-72.7439,74.64,84,100,1.63
204,Antalaha,MG,2021-11-30 23:05:09,-14.9003,50.2788,71.78,80,86,4.61
205,Yaan,NG,2021-11-30 23:05:10,7.3833,8.5667,79.52,20,10,2.59
206,Noumea,NC,2021-11-30 23:05:10,-22.2763,166.4572,85.98,99,7,10.04
207,Kpandu,GH,2021-11-30 23:05:11,6.9954,0.2931,77.58,83,90,6.98
208,Provideniya,RU,2021-11-30 23:01:12,64.3833,-173.3,-4.65,59,0,6.71
209,Bac Lieu,VN,2021-11-30 23:05:11,9.285,105.7244,77.32,87,100,16.06
210,Te Anau,NZ,2021-11-30 23:05:12,-45.4167,167.7167,63.07,66,74,1.25
211,Asau,RO,2021-11-30 23:03:44,46.4333,26.4,38.75,50,46,23.6
212,Bethel,US,2021-11-30 23:05:00,41.3712,-73.414,36.99,83,90,0.0
213,Anadyr,RU,2021-11-30 23:05:12,64.75,177.4833,3.7,77,75,21.99
214,Anuradhapura,LK,2021-11-30 23:05:13,8.3565,80.4173,72.88,97,14,3.53
215,Kapit,MY,2021-11-30 23:05:13,2.0167,112.9333,73.87,93,100,0.67
216,Oranjemund,NA,2021-11-30 23:05:14,-28.55,16.4333,61.11,94,3,8.5
217,Corn Island,NI,2021-11-30 23:05:14,12.1694,-83.0418,80.55,76,39,25.19
218,Hasaki,JP,2021-11-30 23:05:14,35.7333,140.8333,64.8,90,100,46.28
219,Ampanihy,MG,2021-11-30 23:05:15,-24.7,44.75,71.29,90,14,3.65
220,Funadhoo,MV,2021-11-30 23:05:15,6.15,73.2667,81.34,78,95,11.07
221,Ust-Nera,RU,2021-11-30 23:05:16,64.5667,143.2,-33.09,99,86,4.05
222,Xiamen,CN,2021-11-30 23:01:40,24.4798,118.0819,62.26,57,1,9.24
223,Ayolas,PY,2021-11-30 23:05:16,-27.4,-56.9,70.18,54,0,6.76
224,Vanavara,RU,2021-11-30 23:05:17,60.34,102.2797,18.14,94,100,11.79
225,Parga,GR,2021-11-30 23:05:17,39.2831,20.3964,44.6,67,2,9.64
226,Lata,PT,2021-11-30 23:05:17,40.1629,-8.3327,44.06,79,2,2.01
227,Portland,US,2021-11-30 23:00:50,45.5234,-122.6762,59.52,85,100,3.0
228,Pitimbu,BR,2021-11-30 23:05:18,-7.4706,-34.8086,81.19,78,62,10.45
229,Hengshui,CN,2021-11-30 23:05:18,37.7322,115.7011,31.1,44,1,6.8
230,Launceston,AU,2021-11-30 23:06:19,-41.45,147.1667,69.62,64,97,3.0
231,Mahanoro,MG,2021-11-30 23:06:19,-19.9,48.8,74.25,89,72,6.31
232,Nome,US,2021-11-30 23:05:11,64.5011,-165.4064,-5.73,55,1,0.0
233,Norman Wells,CA,2021-11-30 23:06:20,65.282,-126.8329,-26.66,99,63,1.48
234,Mufulira,ZM,2021-11-30 23:06:20,-12.5498,28.2407,72.95,44,96,2.19
235,Sladkovo,RU,2021-11-30 23:06:21,55.5284,70.3385,16.34,79,90,10.63
236,Toyooka,JP,2021-11-30 23:06:21,35.5333,134.8333,44.64,71,49,18.5
237,Gushikawa,JP,2021-11-30 23:06:22,26.3544,127.8686,63.99,57,90,17.27
238,Mount Isa,AU,2021-11-30 23:06:22,-20.7333,139.5,87.57,19,0,3.44
239,Wasilla,US,2021-11-30 23:05:42,61.5814,-149.4394,26.58,64,90,16.11
240,Moerai,PF,2021-11-30 23:06:23,-22.4333,-151.3333,78.06,84,93,15.79
241,Kurilsk,RU,2021-11-30 23:06:23,45.2333,147.8833,48.51,88,100,28.27
242,Muli,MV,2021-11-30 23:06:23,2.9167,73.5667,82.08,75,5,11.45
243,Seoul,KR,2021-11-30 23:01:24,37.5683,126.9778,29.64,45,1,14.85
244,Korla,CN,2021-11-30 23:06:24,41.7597,86.1469,20.08,70,0,2.53
245,Rio Gallegos,AR,2021-11-30 23:03:37,-51.6226,-69.2181,56.59,58,1,12.21
246,Jagalur,IN,2021-11-30 23:01:57,14.5333,76.35,68.25,91,82,16.13
247,Danielskuil,ZA,2021-11-30 23:06:25,-28.1887,23.5395,65.37,12,0,5.19
248,Nyurba,RU,2021-11-30 23:06:25,63.2842,118.3319,-27.13,100,97,3.74
249,Verkhoyansk,RU,2021-11-30 23:06:25,67.5447,133.385,-28.39,99,99,0.76
250,San Vicente,AR,2021-11-30 23:06:26,-26.6167,-54.1333,66.69,53,0,3.74
251,Dingle,PH,2021-11-30 23:05:34,10.9995,122.6711,76.57,86,100,3.71
252,Waidhofen,DE,2021-11-30 23:06:27,48.5833,11.3333,42.24,93,75,13.8
253,Ponta Do Sol,PT,2021-11-30 23:06:27,32.6667,-17.1,64.0,79,60,4.56
254,Yumen,CN,2021-11-30 23:06:27,40.2833,97.2,18.86,62,81,14.38
255,Chuy,UY,2021-11-30 23:06:28,-33.6971,-53.4616,63.59,91,27,9.95
256,Qandala,SO,2021-11-30 23:06:28,11.472,49.8728,76.15,44,4,5.46
257,Merrill,US,2021-11-30 23:05:55,45.1805,-89.6835,35.37,57,1,3.44
258,Kutum,SD,2021-11-30 23:06:29,14.2,24.6667,68.7,25,0,9.91
259,Bandundu,CD,2021-11-30 23:06:29,-3.3167,17.3667,72.45,96,100,2.86
260,Petropavlovsk-Kamchatskiy,RU,2021-11-30 23:06:29,53.0452,158.6483,7.39,85,0,6.71
261,Narsaq,GL,2021-11-30 23:06:30,60.9167,-46.05,28.45,94,100,13.85
262,Amudat,UG,2021-11-30 23:06:30,1.95,34.95,70.72,62,95,7.58
263,Demyansk,RU,2021-11-30 23:06:30,57.643,32.466,22.75,94,100,13.49
264,Alanya,TR,2021-11-30 23:06:31,36.5438,31.9998,66.33,60,51,8.61
265,Mancio Lima,BR,2021-11-30 23:06:31,-7.6142,-72.8958,75.54,81,96,2.71
266,Oneonta,US,2021-11-30 23:06:32,42.4529,-75.0638,35.38,88,99,6.11
267,Hofn,IS,2021-11-30 23:06:32,64.2539,-15.2082,31.59,64,100,21.72
268,Mayo,US,2021-11-30 23:04:04,38.8876,-76.5119,46.38,63,1,1.99
269,Plouzane,FR,2021-11-30 23:06:33,48.3833,-4.6167,52.12,100,90,23.02
270,Mogadishu,SO,2021-11-30 23:06:33,2.0371,45.3438,79.93,76,99,14.34
271,Tupelo,US,2021-11-30 23:06:33,34.2576,-88.7034,64.69,48,1,0.0
272,Grand Gaube,MU,2021-11-30 23:06:34,-20.0064,57.6608,73.38,76,1,1.99
273,Chicama,PE,2021-11-30 23:06:34,-7.8447,-79.1469,63.14,74,43,7.45
274,Shambu,ET,2021-11-30 23:06:35,9.5667,37.1,51.75,46,11,2.28
275,Georgetown,MY,2021-11-30 23:07:35,5.4112,100.3354,78.89,91,20,0.0
276,Whitehorse,CA,2021-11-30 23:05:22,60.7161,-135.0538,4.01,85,90,3.44
277,Titlagarh,IN,2021-11-30 23:07:36,20.3,83.15,59.04,68,3,1.66
278,Fereydun Kenar,IR,2021-11-30 23:07:36,36.6864,52.5225,67.87,44,55,10.89
279,Cabo San Lucas,MX,2021-11-30 23:03:52,22.8909,-109.9124,81.52,57,90,1.01
280,Yoichi,JP,2021-11-30 23:07:37,43.2039,140.7703,56.61,87,100,15.3
281,Ornskoldsvik,SE,2021-11-30 23:03:45,63.2909,18.7153,9.55,85,97,9.22
282,Beloha,MG,2021-11-30 23:07:20,-25.1667,45.05,71.1,95,60,6.17
283,Phillipsburg,US,2021-11-30 23:07:38,40.6937,-75.1902,39.9,87,94,1.99
284,Lamu,KE,2021-11-30 23:07:38,-2.2717,40.902,75.42,84,93,6.51
285,Arlit,NE,2021-11-30 23:07:38,18.7369,7.3853,70.29,24,66,5.5
286,Hamilton,US,2021-11-30 23:05:22,39.1834,-84.5333,49.39,63,1,1.01
287,Tres Arroyos,AR,2021-11-30 23:07:39,-38.3739,-60.2798,60.69,41,78,11.88
288,Lumsden,CA,2021-11-30 23:07:39,50.6501,-104.8678,36.55,83,59,11.5
289,San Felipe,VE,2021-11-30 23:07:40,10.3399,-68.7425,71.8,97,82,4.23
290,Longyearbyen,SJ,2021-11-30 23:04:09,78.2186,15.6401,8.44,66,0,13.8
291,Nelson Bay,AU,2021-11-30 23:07:40,-32.7167,152.15,71.1,85,100,1.99
292,Bogande,BF,2021-11-30 23:07:41,12.9714,-0.1436,77.04,14,24,8.52
293,Christchurch,NZ,2021-11-30 23:07:09,-43.5333,172.6333,61.48,72,75,12.66
